LOCATION,ROOMS,Date,Avg. Daily Rate,Occupancy Rate
Latina,4,Jul,80.74,0.29
Latina,4,Jul,,0.0
Latina,4,Jul,150.55,0.5
Latina,4,Aug,105.97,0.43
Latina,4,Aug,192.6,0.44
Latina,4,Aug,179.14,0.63
Latina,4,Aug,240.54,0.25
Latina,4,Aug,132.04,0.22
Latina,4,Aug,121.95,0.5
Latina,4,Aug,121.95,0.5
Latina,4,Aug,116.06,0.38
Latina,4,Aug,111.02,0.63
Latina,4,Aug,131.2,0.71
Latina,4,Aug,147.18,0.44
Latina,4,Aug,168.21,0.38
Latina,4,Aug,127.84,0.5
Latina,4,Aug,107.65,0.33
Latina,4,Aug,111.86,0.44
Latina,4,Aug,102.61,0.63
Latina,4,Aug,110.18,0.44
Latina,4,Aug,113.54,0.63
Latina,4,Aug,109.34,0.56
Latina,4,Aug,105.97,0.67
Latina,4,Aug,118.59,0.56
Latina,4,Aug,126.16,0.5
Latina,4,Aug,134.57,0.75
Latina,4,Aug,116.06,0.56
Latina,4,Aug,112.7,0.5
Latina,4,Aug,121.11,0.33
Latina,4,Aug,116.06,0.33
Latina,4,Aug,119.43,0.25
Latina,4,Aug,152.23,0.44
Latina,4,Aug,137.09,0.38
Latina,4,Aug,126.16,0.44
Latina,4,Sep,137.93,0.29
Latina,4,Sep,137.93,0.33
Latina,4,Sep,142.14,0.38
Latina,4,Sep,137.93,0.38
Latina,4,Sep,137.09,0.5
Latina,4,Sep,140.46,0.57
Latina,4,Sep,140.46,0.67
Latina,4,Sep,174.94,0.22
Latina,4,Sep,157.28,0.44
Latina,4,Sep,137.93,0.33
Latina,4,Sep,137.93,0.43
Latina,4,Sep,146.34,0.57
Latina,4,Sep,221.2,0.75
Latina,4,Sep,292.69,0.83
Latina,4,Sep,344.0,0.5
Latina,4,Sep,460.91,0.14
Latina,4,Sep,209.42,0.57
Latina,4,Sep,150.55,0.67
Latina,4,Sep,153.07,0.5
Latina,4,Sep,244.75,0.75
Latina,4,Sep,227.09,0.8
Latina,4,Sep,158.96,0.56
Latina,4,Sep,153.91,0.56
Latina,4,Sep,168.21,0.8
Latina,4,Sep,148.87,0.83
Latina,4,Sep,127.84,0.67
Latina,4,Sep,219.52,1.0
Latina,4,Sep,216.99,1.0
Latina,4,Sep,222.04,0.5
Latina,4,Sep,119.43,0.6
Latina,4,Oct,167.37,1.0
Latina,4,Oct,167.37,0.88
Latina,4,Oct,164.01,0.86
Latina,4,Oct,187.56,1.0
Latina,4,Oct,214.47,1.0
Latina,4,Oct,192.6,0.83
Latina,4,Oct,126.16,0.57
Latina,4,Oct,121.95,0.8
Latina,4,Oct,153.07,0.67
Latina,4,Oct,185.87,0.67
Latina,4,Oct,216.99,1.0
Latina,4,Oct,224.56,1.0
Latina,4,Oct,229.61,0.67
Latina,4,Oct,198.49,0.57
Latina,4,Oct,169.05,0.29
Latina,4,Oct,74.01,0.14
Latina,4,Oct,184.19,0.33
Latina,4,Oct,189.24,0.67
Latina,4,Oct,189.24,1.0
Latina,4,Oct,208.58,0.67
Latina,4,Oct,193.44,0.8
Latina,4,Oct,173.26,0.6
Latina,4,Oct,204.38,1.0
Latina,4,Oct,203.54,0.86
Latina,4,Oct,194.28,0.86
Latina,4,Oct,194.28,1.0
Latina,4,Oct,169.05,0.17
Latina,4,Oct,70.65,0.14
Latina,4,Oct,103.45,0.43
Latina,4,Oct,132.04,0.67
Latina,4,Oct,185.87,1.0
Latina,4,Nov,218.68,1.0
Latina,4,Nov,216.15,1.0
Latina,4,Nov,147.18,0.33
Latina,4,Nov,122.79,0.29
Latina,4,Nov,105.97,0.13
Latina,4,Nov,69.8,0.14
Latina,4,Nov,119.43,0.38
Latina,4,Nov,140.46,0.5
Latina,4,Nov,186.71,0.83
Latina,4,Nov,160.64,0.71
Latina,4,Nov,129.52,0.5
Latina,4,Nov,124.47,0.38
Latina,4,Nov,107.65,0.29
Latina,4,Nov,123.63,0.38
Latina,4,Nov,173.26,0.75
Latina,4,Nov,200.17,0.83
Latina,4,Nov,166.53,0.5
Latina,4,Nov,74.01,0.43
Latina,4,Nov,75.69,0.29
Latina,4,Nov,76.53,0.33
Latina,4,Nov,100.92,0.6
Latina,4,Nov,222.04,0.8
Latina,4,Nov,222.04,1.0
Latina,4,Nov,157.28,0.75
Latina,4,Nov,100.92,0.63
Latina,4,Nov,95.88,0.63
Latina,4,Nov,95.88,0.56
Latina,4,Nov,92.51,0.43
Latina,4,Nov,183.35,0.75
Latina,4,Nov,190.08,1.0
Latina,4,Dec,147.18,0.38
Latina,4,Dec,123.63,0.25
Latina,4,Dec,123.63,0.22
Latina,4,Dec,148.87,0.13
Latina,4,Dec,148.87,0.14
Latina,4,Dec,320.45,0.71
Latina,4,Dec,320.45,1.0
Latina,4,Dec,296.9,0.5
Latina,4,Dec,216.15,0.22
Latina,4,Dec,216.15,0.22
Latina,4,Dec,216.15,0.25
Latina,4,Dec,185.87,0.44
Latina,4,Dec,184.19,0.67
Latina,4,Dec,184.19,0.67
Latina,4,Dec,,0.0
Latina,4,Dec,139.61,0.14
Latina,4,Dec,148.02,0.29
Latina,4,Dec,155.59,0.13
Latina,4,Dec,155.59,0.13
Latina,4,Dec,206.9,0.67
Latina,4,Dec,215.31,0.75
Latina,4,Dec,230.45,0.56
Latina,4,Dec,208.58,0.57
Latina,4,Dec,232.97,0.5
Latina,4,Dec,219.52,0.33
Latina,4,Dec,248.95,0.56
Latina,4,Dec,263.25,0.78
Latina,4,Dec,285.96,0.88
Latina,4,Dec,280.07,0.67
Latina,4,Dec,337.27,0.63
Latina,4,Dec,361.66,0.67
Salamanca,1,Jan,97.56,0.47
Salamanca,1,Jan,91.67,0.42
Salamanca,1,Jan,86.63,0.39
Salamanca,1,Jan,86.63,0.35
Salamanca,1,Jan,84.94,0.29
Salamanca,1,Jan,89.99,0.27
Salamanca,1,Jan,84.1,0.28
Salamanca,1,Jan,78.22,0.27
Salamanca,1,Jan,75.69,0.29
Salamanca,1,Jan,79.9,0.29
Salamanca,1,Jan,71.49,0.3
Salamanca,1,Jan,79.06,0.39
Salamanca,1,Jan,78.22,0.41
Salamanca,1,Jan,76.53,0.32
Salamanca,1,Jan,76.53,0.37
Salamanca,1,Jan,74.85,0.41
Salamanca,1,Jan,79.9,0.46
Salamanca,1,Jan,79.06,0.45
Salamanca,1,Jan,78.22,0.5
Salamanca,1,Jan,80.74,0.46
Salamanca,1,Jan,76.53,0.27
Salamanca,1,Jan,79.06,0.3
Salamanca,1,Jan,75.69,0.27
Salamanca,1,Jan,73.17,0.31
Salamanca,1,Jan,72.33,0.33
Salamanca,1,Jan,75.69,0.39
Salamanca,1,Jan,76.53,0.39
Salamanca,1,Jan,74.85,0.29
Salamanca,1,Jan,73.17,0.29
Salamanca,1,Jan,77.37,0.27
Salamanca,1,Jan,70.65,0.26
Salamanca,1,Feb,70.65,0.31
Salamanca,1,Feb,75.69,0.42
Salamanca,1,Feb,78.22,0.43
Salamanca,1,Feb,74.85,0.3
Salamanca,1,Feb,74.85,0.3
Salamanca,1,Feb,78.22,0.29
Salamanca,1,Feb,72.33,0.32
Salamanca,1,Feb,73.17,0.37
Salamanca,1,Feb,78.22,0.44
Salamanca,1,Feb,80.74,0.49
Salamanca,1,Feb,77.37,0.41
Salamanca,1,Feb,74.01,0.41
Salamanca,1,Feb,71.49,0.39
Salamanca,1,Feb,74.85,0.44
Salamanca,1,Feb,75.69,0.42
Salamanca,1,Feb,79.06,0.53
Salamanca,1,Feb,77.37,0.51
Salamanca,1,Feb,75.69,0.36
Salamanca,1,Feb,69.8,0.34
Salamanca,1,Feb,68.96,0.38
Salamanca,1,Feb,70.65,0.42
Salamanca,1,Feb,73.17,0.47
Salamanca,1,Feb,78.22,0.61
Salamanca,1,Feb,79.9,0.63
Salamanca,1,Feb,76.53,0.39
Salamanca,1,Feb,68.96,0.33
Salamanca,1,Feb,68.12,0.34
Salamanca,1,Feb,70.65,0.33
Salamanca,1,Mar,73.17,0.38
Salamanca,1,Mar,78.22,0.47
Salamanca,1,Mar,79.9,0.49
Salamanca,1,Mar,76.53,0.38
Salamanca,1,Mar,75.69,0.35
Salamanca,1,Mar,73.17,0.35
Salamanca,1,Mar,71.49,0.37
Salamanca,1,Mar,74.01,0.42
Salamanca,1,Mar,78.22,0.53
Salamanca,1,Mar,81.58,0.53
Salamanca,1,Mar,79.06,0.4
Salamanca,1,Mar,79.9,0.33
Salamanca,1,Mar,77.37,0.37
Salamanca,1,Mar,79.9,0.43
Salamanca,1,Mar,77.37,0.46
Salamanca,1,Mar,82.42,0.55
Salamanca,1,Mar,84.1,0.59
Salamanca,1,Mar,80.74,0.42
Salamanca,1,Mar,75.69,0.32
Salamanca,1,Mar,74.85,0.3
Salamanca,1,Mar,74.01,0.32
Salamanca,1,Mar,79.9,0.35
Salamanca,1,Mar,81.58,0.48
Salamanca,1,Mar,84.94,0.52
Salamanca,1,Mar,85.78,0.44
Salamanca,1,Mar,84.94,0.46
Salamanca,1,Mar,83.26,0.46
Salamanca,1,Mar,83.26,0.51
Salamanca,1,Mar,85.78,0.62
Salamanca,1,Mar,92.51,0.71
Salamanca,1,Mar,95.88,0.73
Salamanca,1,Apr,99.24,0.47
Salamanca,1,Apr,97.56,0.39
Salamanca,1,Apr,92.51,0.44
Salamanca,1,Apr,87.47,0.49
Salamanca,1,Apr,86.63,0.55
Salamanca,1,Apr,89.15,0.58
Salamanca,1,Apr,100.92,0.6
Salamanca,1,Apr,103.45,0.43
Salamanca,1,Apr,84.94,0.4
Salamanca,1,Apr,83.26,0.45
Salamanca,1,Apr,81.58,0.49
Salamanca,1,Apr,78.22,0.47
Salamanca,1,Apr,84.1,0.54
Salamanca,1,Apr,84.94,0.55
Salamanca,1,Apr,83.26,0.4
Salamanca,1,Apr,82.42,0.36
Salamanca,1,Apr,79.9,0.41
Salamanca,1,Apr,79.06,0.48
Salamanca,1,Apr,87.47,0.56
Salamanca,1,Apr,103.45,0.69
Salamanca,1,Apr,105.13,0.74
Salamanca,1,Apr,91.67,0.55
Salamanca,1,Apr,84.94,0.45
Salamanca,1,Apr,84.94,0.38
Salamanca,1,Apr,84.1,0.37
Salamanca,1,Apr,86.63,0.48
Salamanca,1,Apr,88.31,0.59
Salamanca,1,Apr,91.67,0.71
Salamanca,1,Apr,91.67,0.61
Salamanca,1,Apr,90.83,0.55
Salamanca,1,May,82.42,0.47
Salamanca,1,May,77.37,0.41
Salamanca,1,May,74.85,0.46
Salamanca,1,May,82.42,0.61
Salamanca,1,May,84.1,0.66
Salamanca,1,May,81.58,0.54
Salamanca,1,May,80.74,0.51
Salamanca,1,May,80.74,0.55
Salamanca,1,May,81.58,0.57
Salamanca,1,May,82.42,0.62
Salamanca,1,May,84.94,0.71
Salamanca,1,May,84.1,0.69
Salamanca,1,May,79.9,0.47
Salamanca,1,May,79.9,0.42
Salamanca,1,May,78.22,0.42
Salamanca,1,May,79.9,0.51
Salamanca,1,May,84.1,0.57
Salamanca,1,May,83.26,0.67
Salamanca,1,May,84.94,0.71
Salamanca,1,May,79.06,0.54
Salamanca,1,May,75.69,0.5
Salamanca,1,May,75.69,0.51
Salamanca,1,May,78.22,0.54
Salamanca,1,May,76.53,0.57
Salamanca,1,May,86.63,0.71
Salamanca,1,May,89.15,0.73
Salamanca,1,May,87.47,0.53
Salamanca,1,May,81.58,0.5
Salamanca,1,May,80.74,0.47
Salamanca,1,May,78.22,0.49
Salamanca,1,May,79.9,0.51
Salamanca,1,Jun,85.78,0.62
Salamanca,1,Jun,87.47,0.61
Salamanca,1,Jun,84.94,0.48
Salamanca,1,Jun,82.42,0.44
Salamanca,1,Jun,79.9,0.42
Salamanca,1,Jun,78.22,0.43
Salamanca,1,Jun,81.58,0.45
Salamanca,1,Jun,82.42,0.57
Salamanca,1,Jun,82.42,0.6
Salamanca,1,Jun,79.9,0.46
Salamanca,1,Jun,80.74,0.38
Salamanca,1,Jun,77.37,0.43
Salamanca,1,Jun,76.53,0.45
Salamanca,1,Jun,77.37,0.47
Salamanca,1,Jun,79.9,0.5
Salamanca,1,Jun,82.42,0.51
Salamanca,1,Jun,82.42,0.46
Salamanca,1,Jun,79.06,0.46
Salamanca,1,Jun,77.37,0.46
Salamanca,1,Jun,79.06,0.52
Salamanca,1,Jun,79.9,0.5
Salamanca,1,Jun,83.26,0.56
Salamanca,1,Jun,84.1,0.57
Salamanca,1,Jun,84.1,0.47
Salamanca,1,Jun,77.37,0.47
Salamanca,1,Jun,79.06,0.47
Salamanca,1,Jun,81.58,0.5
Salamanca,1,Jun,84.94,0.57
Salamanca,1,Jun,87.47,0.6
Salamanca,1,Jun,89.15,0.57
Salamanca,1,Jul,86.63,0.47
Salamanca,1,Jul,83.26,0.45
Salamanca,1,Jul,79.9,0.49
Salamanca,1,Jul,78.22,0.46
Salamanca,1,Jul,83.26,0.52
Salamanca,1,Jul,86.63,0.58
Salamanca,1,Jul,89.15,0.58
Salamanca,1,Jul,88.31,0.48
Salamanca,1,Jul,82.42,0.43
Salamanca,1,Jul,83.26,0.44
Salamanca,1,Jul,82.42,0.57
Salamanca,1,Jul,84.94,0.59
Salamanca,1,Jul,86.63,0.64
Salamanca,1,Jul,86.63,0.65
Salamanca,1,Jul,84.1,0.43
Salamanca,1,Jul,82.42,0.4
Salamanca,1,Jul,77.37,0.39
Salamanca,1,Jul,76.53,0.45
Salamanca,1,Jul,77.37,0.43
Salamanca,1,Jul,79.06,0.43
Salamanca,1,Jul,79.06,0.42
Salamanca,1,Jul,73.17,0.34
Salamanca,1,Jul,71.49,0.34
Salamanca,1,Jul,70.65,0.34
Salamanca,1,Jul,71.49,0.36
Salamanca,1,Jul,68.96,0.37
Salamanca,1,Jul,67.28,0.36
Salamanca,1,Jul,68.96,0.33
Salamanca,1,Jul,71.49,0.32
Salamanca,1,Jul,68.12,0.32
Salamanca,1,Jul,64.76,0.29
Salamanca,1,Aug,61.39,0.26
Salamanca,1,Aug,59.71,0.27
Salamanca,1,Aug,64.76,0.28
Salamanca,1,Aug,62.23,0.29
Salamanca,1,Aug,63.08,0.3
Salamanca,1,Aug,65.6,0.32
Salamanca,1,Aug,66.44,0.31
Salamanca,1,Aug,62.23,0.32
Salamanca,1,Aug,58.87,0.33
Salamanca,1,Aug,64.76,0.34
Salamanca,1,Aug,68.12,0.34
Salamanca,1,Aug,69.8,0.31
Salamanca,1,Aug,64.76,0.32
Salamanca,1,Aug,65.6,0.31
Salamanca,1,Aug,64.76,0.3
Salamanca,1,Aug,65.6,0.35
Salamanca,1,Aug,66.44,0.37
Salamanca,1,Aug,68.96,0.4
Salamanca,1,Aug,65.6,0.37
Salamanca,1,Aug,63.92,0.4
Salamanca,1,Aug,63.92,0.39
Salamanca,1,Aug,63.92,0.4
Salamanca,1,Aug,63.92,0.41
Salamanca,1,Aug,65.6,0.44
Salamanca,1,Aug,65.6,0.4
Salamanca,1,Aug,64.76,0.35
Salamanca,1,Aug,62.23,0.35
Salamanca,1,Aug,62.23,0.35
Salamanca,1,Aug,62.23,0.38
Salamanca,1,Aug,62.23,0.41
Salamanca,1,Aug,64.76,0.41
Salamanca,1,Sep,68.96,0.43
Salamanca,1,Sep,70.65,0.39
Salamanca,1,Sep,72.33,0.45
Salamanca,1,Sep,72.33,0.48
Salamanca,1,Sep,72.33,0.52
Salamanca,1,Sep,73.17,0.57
Salamanca,1,Sep,73.17,0.58
Salamanca,1,Sep,73.17,0.57
Salamanca,1,Sep,72.33,0.5
Salamanca,1,Sep,73.17,0.5
Salamanca,1,Sep,69.8,0.48
Salamanca,1,Sep,72.33,0.55
Salamanca,1,Sep,75.69,0.65
Salamanca,1,Sep,78.22,0.64
Salamanca,1,Sep,79.9,0.65
Salamanca,1,Sep,77.37,0.54
Salamanca,1,Sep,74.01,0.52
Salamanca,1,Sep,76.53,0.59
Salamanca,1,Sep,75.69,0.66
Salamanca,1,Sep,76.53,0.66
Salamanca,1,Sep,82.42,0.7
Salamanca,1,Sep,82.42,0.7
Salamanca,1,Sep,78.22,0.57
Salamanca,1,Sep,77.37,0.56
Salamanca,1,Sep,77.37,0.67
Salamanca,1,Sep,76.53,0.67
Salamanca,1,Sep,75.69,0.66
Salamanca,1,Sep,78.22,0.7
Salamanca,1,Sep,80.74,0.71
Salamanca,1,Sep,83.26,0.55
Salamanca,1,Oct,79.06,0.56
Salamanca,1,Oct,77.37,0.58
Salamanca,1,Oct,77.37,0.63
Salamanca,1,Oct,79.06,0.65
Salamanca,1,Oct,82.42,0.73
Salamanca,1,Oct,87.47,0.74
Salamanca,1,Oct,86.63,0.59
Salamanca,1,Oct,84.1,0.71
Salamanca,1,Oct,82.42,0.71
Salamanca,1,Oct,84.1,0.71
Salamanca,1,Oct,86.63,0.67
Salamanca,1,Oct,91.67,0.71
Salamanca,1,Oct,91.67,0.66
Salamanca,1,Oct,83.26,0.48
Salamanca,1,Oct,79.9,0.45
Salamanca,1,Oct,81.58,0.5
Salamanca,1,Oct,81.58,0.58
Salamanca,1,Oct,81.58,0.66
Salamanca,1,Oct,86.63,0.74
Salamanca,1,Oct,84.94,0.72
Salamanca,1,Oct,80.74,0.58
Salamanca,1,Oct,78.22,0.65
Salamanca,1,Oct,84.1,0.73
Salamanca,1,Oct,84.94,0.71
Salamanca,1,Oct,85.78,0.68
Salamanca,1,Oct,84.94,0.68
Salamanca,1,Oct,84.94,0.66
Salamanca,1,Oct,82.42,0.52
Salamanca,1,Oct,78.22,0.46
Salamanca,1,Oct,78.22,0.47
Salamanca,1,Oct,79.9,0.55
Salamanca,1,Nov,83.26,0.69
Salamanca,1,Nov,89.99,0.75
Salamanca,1,Nov,89.15,0.7
Salamanca,1,Nov,84.1,0.52
Salamanca,1,Nov,79.06,0.52
Salamanca,1,Nov,79.06,0.53
Salamanca,1,Nov,78.22,0.48
Salamanca,1,Nov,76.53,0.48
Salamanca,1,Nov,76.53,0.55
Salamanca,1,Nov,79.9,0.59
Salamanca,1,Nov,75.69,0.48
Salamanca,1,Nov,72.33,0.51
Salamanca,1,Nov,71.49,0.57
Salamanca,1,Nov,70.65,0.59
Salamanca,1,Nov,71.49,0.62
Salamanca,1,Nov,75.69,0.62
Salamanca,1,Nov,76.53,0.63
Salamanca,1,Nov,72.33,0.48
Salamanca,1,Nov,67.28,0.4
Salamanca,1,Nov,67.28,0.42
Salamanca,1,Nov,68.12,0.47
Salamanca,1,Nov,69.8,0.53
Salamanca,1,Nov,74.01,0.65
Salamanca,1,Nov,76.53,0.68
Salamanca,1,Nov,71.49,0.48
Salamanca,1,Nov,68.12,0.43
Salamanca,1,Nov,69.8,0.41
Salamanca,1,Nov,68.96,0.44
Salamanca,1,Nov,69.8,0.44
Salamanca,1,Nov,74.85,0.47
Salamanca,1,Dec,78.22,0.48
Salamanca,1,Dec,73.17,0.33
Salamanca,1,Dec,73.17,0.28
Salamanca,1,Dec,72.33,0.3
Salamanca,1,Dec,74.85,0.4
Salamanca,1,Dec,85.78,0.64
Salamanca,1,Dec,90.83,0.75
Salamanca,1,Dec,92.51,0.74
Salamanca,1,Dec,87.47,0.44
Salamanca,1,Dec,79.9,0.39
Salamanca,1,Dec,75.69,0.39
Salamanca,1,Dec,74.85,0.38
Salamanca,1,Dec,73.17,0.39
Salamanca,1,Dec,79.06,0.51
Salamanca,1,Dec,79.06,0.53
Salamanca,1,Dec,75.69,0.36
Salamanca,1,Dec,68.96,0.32
Salamanca,1,Dec,65.6,0.31
Salamanca,1,Dec,64.76,0.33
Salamanca,1,Dec,65.6,0.34
Salamanca,1,Dec,68.12,0.31
Salamanca,1,Dec,75.69,0.34
Salamanca,1,Dec,77.37,0.32
Salamanca,1,Dec,76.53,0.33
Salamanca,1,Dec,79.06,0.38
Salamanca,1,Dec,83.26,0.45
Salamanca,1,Dec,87.47,0.59
Salamanca,1,Dec,91.67,0.63
Salamanca,1,Dec,94.2,0.68
Salamanca,1,Dec,95.88,0.67
Salamanca,1,Dec,97.56,0.69
Salamanca,1,Jan,94.2,0.56
Salamanca,1,Jan,90.83,0.45
Salamanca,1,Jan,84.94,0.39
Salamanca,1,Jan,81.58,0.39
Salamanca,1,Jan,81.58,0.35
Salamanca,1,Jan,79.9,0.37
Salamanca,1,Jan,80.74,0.34
Salamanca,1,Jan,74.01,0.34
Salamanca,1,Jan,75.69,0.36
Salamanca,1,Jan,73.17,0.38
Salamanca,1,Jan,70.65,0.41
Salamanca,1,Jan,70.65,0.37
Salamanca,1,Jan,66.44,0.32
Salamanca,1,Jan,64.76,0.33
Salamanca,1,Jan,62.23,0.33
Salamanca,1,Jan,62.23,0.32
Salamanca,1,Jan,63.08,0.37
Salamanca,1,Jan,66.44,0.44
Salamanca,1,Jan,68.96,0.46
Salamanca,1,Jan,65.6,0.38
Salamanca,1,Jan,64.76,0.39
Salamanca,1,Jan,65.6,0.47
Salamanca,1,Jan,67.28,0.56
Salamanca,1,Jan,68.12,0.56
Salamanca,1,Jan,71.49,0.61
Salamanca,1,Jan,72.33,0.59
Salamanca,1,Jan,69.8,0.41
Salamanca,1,Jan,65.6,0.35
Salamanca,1,Jan,63.92,0.35
Salamanca,1,Jan,61.39,0.38
Salamanca,1,Jan,59.71,0.39
Salamanca,1,Feb,65.6,0.45
Salamanca,1,Feb,68.12,0.44
Salamanca,1,Feb,64.76,0.32
Salamanca,1,Feb,59.71,0.28
Salamanca,1,Feb,58.87,0.33
Salamanca,1,Feb,59.71,0.36
Salamanca,1,Feb,63.08,0.44
Salamanca,1,Feb,68.12,0.59
Salamanca,1,Feb,69.8,0.58
Salamanca,1,Feb,64.76,0.36
Salamanca,1,Feb,62.23,0.32
Salamanca,1,Feb,64.76,0.33
Salamanca,1,Feb,62.23,0.37
Salamanca,1,Feb,64.76,0.52
Salamanca,1,Feb,72.33,0.63
Salamanca,1,Feb,74.01,0.63
Salamanca,1,Feb,67.28,0.48
Salamanca,1,Feb,67.28,0.43
Salamanca,1,Feb,65.6,0.44
Salamanca,1,Feb,64.76,0.45
Salamanca,1,Feb,64.76,0.51
Salamanca,1,Feb,68.96,0.63
Salamanca,1,Feb,69.8,0.63
Salamanca,1,Feb,67.28,0.47
Salamanca,1,Feb,64.76,0.47
Salamanca,1,Feb,66.44,0.48
Salamanca,1,Feb,67.28,0.58
Salamanca,1,Feb,70.65,0.66
Salamanca,1,Mar,78.22,0.75
Salamanca,1,Mar,82.42,0.76
Salamanca,1,Mar,78.22,0.6
Salamanca,1,Mar,75.69,0.52
Salamanca,1,Mar,72.33,0.47
Salamanca,1,Mar,68.96,0.42
Salamanca,1,Mar,67.28,0.5
Salamanca,1,Mar,70.65,0.62
Salamanca,1,Mar,70.65,0.62
Salamanca,1,Mar,65.6,0.44
Salamanca,1,Mar,64.76,0.44
Salamanca,1,Mar,65.6,0.45
Salamanca,1,Mar,64.76,0.5
Salamanca,1,Mar,68.12,0.55
Salamanca,1,Mar,74.85,0.7
Salamanca,1,Mar,79.06,0.73
Salamanca,1,Mar,73.17,0.47
Salamanca,1,Mar,68.96,0.49
Salamanca,1,Mar,67.28,0.48
Salamanca,1,Mar,65.6,0.51
Salamanca,1,Mar,67.28,0.59
Salamanca,1,Mar,72.33,0.66
Salamanca,1,Mar,74.01,0.66
Salamanca,1,Mar,74.01,0.48
Salamanca,1,Mar,70.65,0.48
Salamanca,1,Mar,66.44,0.49
Salamanca,1,Mar,66.44,0.5
Salamanca,1,Mar,66.44,0.55
Salamanca,1,Mar,73.17,0.66
Salamanca,1,Mar,78.22,0.67
Salamanca,1,Mar,80.74,0.47
Salamanca,1,Apr,79.9,0.43
Salamanca,1,Apr,79.06,0.49
Salamanca,1,Apr,76.53,0.5
Salamanca,1,Apr,75.69,0.56
Salamanca,1,Apr,80.74,0.67
Salamanca,1,Apr,81.58,0.67
Salamanca,1,Apr,70.65,0.53
Salamanca,1,Apr,68.12,0.5
Salamanca,1,Apr,72.33,0.59
Salamanca,1,Apr,72.33,0.57
Salamanca,1,Apr,73.17,0.55
Salamanca,1,Apr,75.69,0.59
Salamanca,1,Apr,80.74,0.65
Salamanca,1,Apr,79.06,0.58
Salamanca,1,Apr,75.69,0.54
Salamanca,1,Apr,75.69,0.55
Salamanca,1,Apr,78.22,0.61
Salamanca,1,Apr,84.1,0.71
Salamanca,1,Apr,89.15,0.73
Salamanca,1,Apr,92.51,0.72
Salamanca,1,Apr,85.78,0.57
Salamanca,1,Apr,80.74,0.5
Salamanca,1,Apr,79.06,0.53
Salamanca,1,Apr,78.22,0.61
Salamanca,1,Apr,79.9,0.67
Salamanca,1,Apr,84.94,0.74
Salamanca,1,Apr,86.63,0.74
Salamanca,1,Apr,81.58,0.61
Salamanca,1,Apr,77.37,0.53
Salamanca,1,Apr,77.37,0.46
Salamanca,1,May,76.53,0.48
Salamanca,1,May,78.22,0.53
Salamanca,1,May,85.78,0.67
Salamanca,1,May,86.63,0.65
Salamanca,1,May,84.94,0.48
Salamanca,1,May,79.06,0.46
Salamanca,1,May,78.22,0.53
Salamanca,1,May,79.06,0.62
Salamanca,1,May,80.74,0.63
Salamanca,1,May,86.63,0.67
Salamanca,1,May,89.99,0.66
Salamanca,1,May,83.26,0.46
Salamanca,1,May,78.22,0.5
Salamanca,1,May,74.01,0.45
Salamanca,1,May,73.17,0.48
Salamanca,1,May,74.85,0.54
Salamanca,1,May,83.26,0.66
Salamanca,1,May,85.78,0.69
Salamanca,1,May,81.58,0.55
Salamanca,1,May,79.9,0.52
Salamanca,1,May,77.37,0.58
Salamanca,1,May,78.22,0.6
Salamanca,1,May,79.06,0.64
Salamanca,1,May,85.78,0.67
Salamanca,1,May,88.31,0.67
Salamanca,1,May,82.42,0.55
Salamanca,1,May,81.58,0.54
Salamanca,1,May,78.22,0.54
Salamanca,1,May,79.06,0.61
Salamanca,1,May,96.72,0.63
Salamanca,1,May,175.78,0.6
Salamanca,1,Jun,217.83,0.6
Salamanca,1,Jun,151.39,0.52
Salamanca,1,Jun,120.27,0.43
Salamanca,1,Jun,95.88,0.43
Salamanca,1,Jun,84.94,0.5
Salamanca,1,Jun,84.1,0.56
Salamanca,1,Jun,89.15,0.63
Salamanca,1,Jun,91.67,0.64
Salamanca,1,Jun,87.47,0.55
Salamanca,1,Jun,83.26,0.55
Salamanca,1,Jun,83.26,0.59
Salamanca,1,Jun,82.42,0.61
Salamanca,1,Jun,84.94,0.6
Salamanca,1,Jun,85.78,0.64
Salamanca,1,Jun,83.26,0.62
Salamanca,1,Jun,82.42,0.51
Salamanca,1,Jun,78.22,0.5
Salamanca,1,Jun,75.69,0.5
Salamanca,1,Jun,77.37,0.5
Salamanca,1,Jun,75.69,0.49
Salamanca,1,Jun,79.9,0.58
Salamanca,1,Jun,83.26,0.58
Salamanca,1,Jun,79.9,0.49
Salamanca,1,Jun,75.69,0.47
Salamanca,1,Jun,75.69,0.5
Salamanca,1,Jun,74.85,0.53
Salamanca,1,Jun,77.37,0.52
Salamanca,1,Jun,85.78,0.56
Salamanca,1,Jun,86.63,0.58
Salamanca,1,Jun,83.26,0.5
Salamanca,1,Jul,76.53,0.46
Salamanca,1,Jul,76.53,0.46
Salamanca,1,Jul,77.37,0.48
Salamanca,1,Jul,78.22,0.5
Salamanca,1,Jul,82.42,0.56
Salamanca,1,Jul,88.31,0.56
Salamanca,1,Jul,82.42,0.51
Salamanca,1,Jul,78.22,0.44
Salamanca,1,Jul,74.01,0.42
Salamanca,1,Jul,74.01,0.47
Salamanca,1,Jul,74.01,0.46
Salamanca,1,Jul,74.01,0.44
Salamanca,1,Jul,74.85,0.46
Salamanca,1,Jul,74.85,0.43
Salamanca,1,Jul,74.01,0.39
Salamanca,1,Jul,72.33,0.41
Salamanca,1,Jul,71.49,0.44
Salamanca,1,Jul,72.33,0.47
